Date,USDJPY
2007-05-04,120.16
2007-05-07,119.96
2007-05-08,119.89
2007-05-09,119.80
2007-05-10,120.37
2007-05-11,120.19
2007-05-14,120.37
2007-05-15,120.22
2007-05-16,120.74
2007-05-17,121.30
2007-05-18,121.09
2007-05-21,121.57
2007-05-22,121.47
2007-05-23,121.52
2007-05-24,121.46
2007-05-25,121.72
2007-05-28,121.75
2007-05-29,121.79
2007-05-30,121.48
2007-05-31,121.76
2007-06-01,122.10
2007-06-04,121.72
2007-06-05,121.49
2007-06-06,121.08
2007-06-07,121.34
2007-06-08,121.62
2007-06-11,121.78
2007-06-12,121.76
2007-06-13,122.37
2007-06-14,122.97
2007-06-15,123.55
2007-06-18,123.67
2007-06-19,123.39
2007-06-20,123.60
2007-06-21,123.68
2007-06-22,124.09
2007-06-25,123.84
2007-06-26,123.49
2007-06-27,122.52
2007-06-28,123.01
2007-06-29,123.39
2007-07-02,122.32
2007-07-03,122.40
2007-07-04,122.61
2007-07-05,122.82
2007-07-06,123.27
2007-07-09,123.34
2007-07-10,122.19
2007-07-11,122.13
2007-07-12,122.50
2007-07-13,121.99
2007-07-16,121.90
2007-07-17,122.36
2007-07-18,121.83
2007-07-19,122.06
2007-07-20,121.15
2007-07-23,121.31
2007-07-24,120.57
2007-07-25,120.33
2007-07-26,119.14
2007-07-27,118.56
2007-07-30,118.41
2007-07-31,119.13
2007-08-01,118.71
2007-08-02,119.35
2007-08-03,118.43
2007-08-06,118.04
2007-08-07,118.48
2007-08-08,119.76
2007-08-09,118.69
2007-08-10,118.00
2007-08-13,118.47
2007-08-14,118.21
2007-08-15,117.19
2007-08-16,114.03
2007-08-17,113.81
2007-08-20,114.49
2007-08-21,114.42
2007-08-22,114.95
2007-08-23,115.81
2007-08-24,116.12
2007-08-27,116.05
2007-08-28,114.70
2007-08-29,115.52
2007-08-30,115.81
2007-08-31,115.83
2007-09-03,115.83
2007-09-04,116.21
2007-09-05,115.15
2007-09-06,115.33
2007-09-07,113.57
2007-09-10,113.43
2007-09-11,113.97
2007-09-12,114.24
2007-09-13,115.37
2007-09-14,115.31
2007-09-17,114.93
2007-09-18,115.75
2007-09-19,116.21
2007-09-20,114.18
2007-09-21,115.60
2007-09-24,114.92
2007-09-25,114.48
2007-09-26,115.66
2007-09-27,115.76
2007-09-28,114.97
2007-10-01,115.91
2007-10-02,115.83
2007-10-03,116.74
2007-10-04,116.59
2007-10-05,116.83
2007-10-08,116.83
2007-10-09,116.98
2007-10-10,117.17
2007-10-11,117.71
2007-10-12,117.50
2007-10-15,117.37
2007-10-16,116.61
2007-10-17,116.62
2007-10-18,115.64
2007-10-19,115.15
2007-10-22,114.07
2007-10-23,114.65
2007-10-24,113.94
2007-10-25,114.09
2007-10-26,114.01
2007-10-29,114.69
2007-10-30,114.72
2007-10-31,115.27
2007-11-01,114.87
2007-11-02,114.74
2007-11-05,114.54
2007-11-06,114.51
2007-11-07,113.29
2007-11-08,112.66
2007-11-09,110.90
2007-11-12,110.61
2007-11-13,110.31
2007-11-14,111.38
2007-11-15,110.78
2007-11-16,111.05
2007-11-19,110.05
2007-11-20,110.05
2007-11-21,108.54
2007-11-22,108.54
2007-11-23,108.17
2007-11-26,108.17
2007-11-27,108.64
2007-11-28,110.38
2007-11-29,109.94
2007-11-30,111.02
2007-12-03,110.44
2007-12-04,109.68
2007-12-05,110.85
2007-12-06,111.05
2007-12-07,111.72
2007-12-10,111.60
2007-12-11,111.77
2007-12-12,112.36
2007-12-13,112.26
2007-12-14,113.35
2007-12-17,113.20
2007-12-18,113.17
2007-12-19,113.44
2007-12-20,112.97
2007-12-21,113.95
2007-12-24,114.45
2007-12-25,114.27
2007-12-26,114.08
2007-12-27,114.00
2007-12-28,112.93
2007-12-31,111.71
2008-01-01,110.70
2008-01-02,109.70
2008-01-03,109.58
2008-01-04,108.38
2008-01-07,109.10
2008-01-08,109.29
2008-01-09,109.40
2008-01-10,109.38
2008-01-11,109.11
2008-01-14,108.18
2008-01-15,107.07
2008-01-16,107.27
2008-01-17,107.01
2008-01-18,106.82
2008-01-21,106.79
2008-01-22,106.76
2008-01-23,105.42
2008-01-24,106.68
2008-01-25,107.31
2008-01-28,106.65
2008-01-29,107.08
2008-01-30,107.25
2008-01-31,106.74
2008-02-01,106.30
2008-02-04,106.73
2008-02-05,106.94
2008-02-06,106.75
2008-02-07,106.82
2008-02-08,107.34
2008-02-11,106.64
2008-02-12,107.42
2008-02-13,108.15
2008-02-14,107.97
2008-02-15,107.67
2008-02-18,107.59
2008-02-19,107.50
2008-02-20,107.97
2008-02-21,107.60
2008-02-22,106.98
2008-02-25,107.88
2008-02-26,107.73
2008-02-27,106.38
2008-02-28,105.64
2008-02-29,104.19
2008-03-03,103.57
2008-03-04,102.67
2008-03-05,103.99
2008-03-06,103.10
2008-03-07,102.69
2008-03-10,101.80
2008-03-11,102.87
2008-03-12,102.38
2008-03-13,100.58
2008-03-14,100.20
2008-03-17,96.88
2008-03-18,98.23
2008-03-19,99.34
2008-03-20,98.79
2008-03-21,99.40
2008-03-24,100.77
2008-03-25,100.07
2008-03-26,99.12
2008-03-27,99.87
2008-03-28,99.71
2008-03-31,99.85
2008-04-01,101.77
2008-04-02,102.77
2008-04-03,102.21
2008-04-04,101.75
2008-04-07,102.62
2008-04-08,102.55
2008-04-09,101.83
2008-04-10,101.71
2008-04-11,101.09
2008-04-14,100.87
2008-04-15,101.33
2008-04-16,101.40
2008-04-17,102.22
2008-04-18,104.56
2008-04-21,103.38
2008-04-22,102.70
2008-04-23,103.55
2008-04-24,104.20
2008-04-25,104.17
2008-04-28,104.30
2008-04-29,103.40
2008-04-30,104.53
2008-05-01,104.04
2008-05-02,105.33
2008-05-05,105.12
2008-05-06,104.54
2008-05-07,105.28
2008-05-08,103.87
2008-05-09,103.01
2008-05-12,103.83
2008-05-13,104.41
2008-05-14,105.20
2008-05-15,104.61
2008-05-16,103.86
2008-05-19,104.55
2008-05-20,103.66
2008-05-21,103.34
2008-05-22,104.03
2008-05-23,103.22
2008-05-26,103.60
2008-05-27,103.98
2008-05-28,104.69
2008-05-29,105.52
2008-05-30,105.46
2008-06-02,104.41
2008-06-03,105.29
2008-06-04,104.99
2008-06-05,106.00
2008-06-06,105.33
2008-06-09,106.06
2008-06-10,107.19
2008-06-11,106.77
2008-06-12,107.94
2008-06-13,107.92
2008-06-16,108.19
2008-06-17,108.03
2008-06-18,108.05
2008-06-19,107.95
2008-06-20,107.42
2008-06-23,107.89
2008-06-24,107.76
2008-06-25,108.29
2008-06-26,107.29
2008-06-27,106.28
2008-06-30,106.17
2008-07-01,105.73
2008-07-02,105.87
2008-07-03,106.79
2008-07-04,107.17
2008-07-07,107.55
2008-07-08,107.35
2008-07-09,107.12
2008-07-10,107.03
2008-07-11,106.14
2008-07-14,106.18
2008-07-15,104.78
2008-07-16,104.64
2008-07-17,105.82
2008-07-18,106.75
2008-07-21,106.74
2008-07-22,107.11
2008-07-23,107.68
2008-07-24,107.62
2008-07-25,107.89
2008-07-28,107.49
2008-07-29,108.19
2008-07-30,108.17
2008-07-31,108.10
2008-08-01,107.59
2008-08-04,108.23
2008-08-05,108.20
2008-08-06,109.39
2008-08-07,109.44
2008-08-08,110.09
2008-08-11,110.08
2008-08-12,109.78
2008-08-13,108.71
2008-08-14,109.75
2008-08-15,110.48
2008-08-18,110.07
2008-08-19,109.68
2008-08-20,109.98
2008-08-21,108.35
2008-08-22,109.88
2008-08-25,109.11
2008-08-26,109.83
2008-08-27,109.72
2008-08-28,109.56
2008-08-29,108.69
2008-09-01,108.77
2008-09-02,108.85
2008-09-03,108.18
2008-09-04,107.76
2008-09-05,106.96
2008-09-08,107.91
2008-09-09,107.10
2008-09-10,107.86
2008-09-11,106.66
2008-09-12,107.51
2008-09-15,105.67
2008-09-16,105.11
2008-09-17,104.71
2008-09-18,104.85
2008-09-19,107.18
2008-09-22,106.35
2008-09-23,105.80
2008-09-24,106.03
2008-09-25,106.48
2008-09-26,106.06
2008-09-29,105.10
2008-09-30,105.94
2008-10-01,106.06
2008-10-02,105.30
2008-10-03,105.76
2008-10-06,101.26
2008-10-07,102.30
2008-10-08,99.73
2008-10-09,100.67
2008-10-10,99.44
2008-10-13,100.81
2008-10-14,102.17
2008-10-15,101.47
2008-10-16,100.46
2008-10-17,101.40
2008-10-20,101.74
2008-10-21,100.43
2008-10-22,98.63
2008-10-23,97.60
2008-10-24,92.64
2008-10-27,93.28
2008-10-28,95.68
2008-10-29,97.48
2008-10-30,97.47
2008-10-31,98.28
2008-11-03,98.95
2008-11-04,100.48
2008-11-05,98.95
2008-11-06,98.04
2008-11-07,98.15
2008-11-10,97.96
2008-11-11,96.75
2008-11-12,95.54
2008-11-13,95.95
2008-11-14,96.66
2008-11-17,97.03
2008-11-18,97.38
2008-11-19,96.75
2008-11-20,94.98
2008-11-21,95.42
2008-11-24,96.69
2008-11-25,95.53
2008-11-26,95.46
2008-11-27,95.46
2008-11-28,95.46
2008-12-01,93.71
2008-12-02,93.64
2008-12-03,93.25
2008-12-04,92.78
2008-12-05,92.18
2008-12-08,92.77
2008-12-09,92.44
2008-12-10,92.94
2008-12-11,91.96
2008-12-12,91.26
2008-12-15,90.68
2008-12-16,89.98
2008-12-17,87.84
2008-12-18,89.81
2008-12-19,89.48
2008-12-22,90.07
2008-12-23,90.57
2008-12-24,90.68
2008-12-25,90.67
2008-12-26,90.65
2008-12-29,90.20
2008-12-30,90.37
2008-12-31,90.79
2009-01-01,90.96
2009-01-02,91.12
2009-01-05,93.20
2009-01-06,94.20
2009-01-07,92.70
2009-01-08,91.15
2009-01-09,90.25
2009-01-12,88.92
2009-01-13,89.65
2009-01-14,89.28
2009-01-15,89.59
2009-01-16,90.29
2009-01-19,90.24
2009-01-20,90.19
2009-01-21,87.80
2009-01-22,88.64
2009-01-23,88.72
2009-01-26,89.25
2009-01-27,88.99
2009-01-28,88.87
2009-01-29,89.77
2009-01-30,89.83
2009-02-02,89.86
2009-02-03,89.09
2009-02-04,89.53
2009-02-05,91.01
2009-02-06,91.95
2009-02-09,91.47
2009-02-10,90.65
2009-02-11,90.66
2009-02-12,90.55
2009-02-13,91.84
2009-02-16,92.00
2009-02-17,92.17
2009-02-18,93.81
2009-02-19,94.09
2009-02-20,93.87
2009-02-23,94.63
2009-02-24,96.60
2009-02-25,97.33
2009-02-26,98.55
2009-02-27,97.74
2009-03-02,97.17
2009-03-03,98.16
2009-03-04,99.34
2009-03-05,98.32
2009-03-06,97.88
2009-03-09,98.87
2009-03-10,98.39
2009-03-11,97.74
2009-03-12,97.86
2009-03-13,98.04
2009-03-16,98.17
2009-03-17,98.85
2009-03-18,98.08
2009-03-19,93.85
2009-03-20,96.18
2009-03-23,97.30
2009-03-24,97.86
2009-03-25,97.70
2009-03-26,98.47
2009-03-27,97.99
2009-03-30,97.44
2009-03-31,99.15
2009-04-01,98.93
2009-04-02,99.48
2009-04-03,99.94
2009-04-06,100.65
2009-04-07,100.71
2009-04-08,99.95
2009-04-09,100.43
2009-04-10,100.30
2009-04-13,100.12
2009-04-14,99.08
2009-04-15,99.37
2009-04-16,99.29
2009-04-17,99.21
2009-04-20,98.29
2009-04-21,98.60
2009-04-22,98.14
2009-04-23,97.88
2009-04-24,97.08
2009-04-27,96.57
2009-04-28,96.49
2009-04-29,96.97
2009-04-30,98.76
2009-05-01,99.24
2009-05-04,99.12
2009-05-05,98.76
2009-05-06,98.60
2009-05-07,99.00
2009-05-08,99.01
2009-05-11,97.45
2009-05-12,96.59
2009-05-13,95.75
2009-05-14,95.62
2009-05-15,94.89
2009-05-18,96.05
2009-05-19,96.10
2009-05-20,95.16
2009-05-21,94.97
2009-05-22,94.45
2009-05-25,94.63
2009-05-26,94.81
2009-05-27,95.01
2009-05-28,96.76
2009-05-29,95.55
2009-06-01,96.53
2009-06-02,95.72
2009-06-03,95.72
2009-06-04,96.37
2009-06-05,98.18
2009-06-08,98.56
2009-06-09,97.60
2009-06-10,98.13
2009-06-11,97.83
2009-06-12,98.17
2009-06-15,98.03
2009-06-16,96.26
2009-06-17,95.65
2009-06-18,96.36
2009-06-19,96.15
2009-06-22,95.90
2009-06-23,95.32
2009-06-24,95.38
2009-06-25,96.21
2009-06-26,95.19
2009-06-29,95.84
2009-06-30,96.42
2009-07-01,96.41
2009-07-02,95.90
2009-07-03,95.95
2009-07-06,95.00
2009-07-07,95.11
2009-07-08,92.90
2009-07-09,92.79
2009-07-10,92.33
2009-07-13,92.74
2009-07-14,93.03
2009-07-15,94.09
2009-07-16,93.59
2009-07-17,94.08
2009-07-20,94.52
2009-07-21,93.36
2009-07-22,93.77
2009-07-23,94.75
2009-07-24,94.86
2009-07-27,95.32
2009-07-28,94.60
2009-07-29,95.13
2009-07-30,95.67
2009-07-31,94.54
2009-08-03,95.23
2009-08-04,95.41
2009-08-05,94.98
2009-08-06,95.56
2009-08-07,97.65
2009-08-10,97.23
2009-08-11,95.94
2009-08-12,96.16
2009-08-13,95.46
2009-08-14,94.64
2009-08-17,94.33
2009-08-18,94.72
2009-08-19,93.87
2009-08-20,94.12
2009-08-21,94.60
2009-08-24,94.47
2009-08-25,94.28
2009-08-26,94.25
2009-08-27,93.57
2009-08-28,93.55
2009-08-31,92.82
2009-09-01,93.09
2009-09-02,92.43
2009-09-03,92.54
2009-09-04,92.75
2009-09-07,92.48
2009-09-08,92.21
2009-09-09,91.85
2009-09-10,91.86
2009-09-11,90.30
2009-09-14,90.85
2009-09-15,90.95
2009-09-16,91.00
2009-09-17,91.15
2009-09-18,91.31
2009-09-21,91.87
2009-09-22,91.08
2009-09-23,91.45
2009-09-24,91.16
2009-09-25,89.83
2009-09-28,89.34
2009-09-29,90.26
2009-09-30,89.49
2009-10-01,89.73
2009-10-02,89.62
2009-10-05,89.56
2009-10-06,88.77
2009-10-07,88.76
2009-10-08,88.44
2009-10-09,89.69
2009-10-12,89.70
2009-10-13,89.71
2009-10-14,89.44
2009-10-15,90.39
2009-10-16,90.73
2009-10-19,90.72
2009-10-20,90.83
2009-10-21,91.04
2009-10-22,91.42
2009-10-23,91.88
2009-10-26,91.96
2009-10-27,92.04
2009-10-28,91.07
2009-10-29,91.41
2009-10-30,90.50
2009-11-02,90.56
2009-11-03,90.30
2009-11-04,90.96
2009-11-05,90.45
2009-11-06,89.86
2009-11-09,89.92
2009-11-10,89.82
2009-11-11,90.11
2009-11-12,90.40
2009-11-13,89.55
2009-11-16,89.28
2009-11-17,89.41
2009-11-18,89.36
2009-11-19,88.95
2009-11-20,88.90
2009-11-23,89.14
2009-11-24,88.58
2009-11-25,87.65
2009-11-26,87.26
2009-11-27,86.87
2009-11-30,86.12
2009-12-01,86.62
2009-12-02,87.13
2009-12-03,88.20
2009-12-04,89.87
2009-12-07,89.44
2009-12-08,88.41
2009-12-09,87.83
2009-12-10,88.20
2009-12-11,89.23
2009-12-14,88.65
2009-12-15,89.91
2009-12-16,89.52
2009-12-17,90.35
2009-12-18,90.47
2009-12-21,90.95
2009-12-22,91.67
2009-12-23,91.52
2009-12-24,91.69
2009-12-25,91.63
2009-12-28,91.57
2009-12-29,91.95
2009-12-30,92.66
2009-12-31,93.08
2010-01-01,92.81
2010-01-04,92.55
2010-01-05,91.48
2010-01-06,92.53
2010-01-07,93.31
2010-01-08,92.70
2010-01-11,91.90
2010-01-12,90.95
2010-01-13,91.38
2010-01-14,91.03
2010-01-15,90.79
2010-01-18,90.96
2010-01-19,91.13
2010-01-20,91.23
2010-01-21,90.25
2010-01-22,90.07
2010-01-25,90.12
2010-01-26,89.63
2010-01-27,89.41
2010-01-28,90.08
2010-01-29,90.38
2010-02-01,90.80
2010-02-02,90.39
2010-02-03,91.11
2010-02-04,89.11
2010-02-05,89.25
2010-02-08,89.32
2010-02-09,89.45
2010-02-10,89.88
2010-02-11,89.82
2010-02-12,90.00
2010-02-15,90.23
2010-02-16,90.46
2010-02-17,90.79
2010-02-18,91.43
2010-02-19,91.94
2010-02-22,91.11
2010-02-23,90.04
2010-02-24,90.06
2010-02-25,88.85
2010-02-26,88.84
2010-03-01,89.28
2010-03-02,88.95
2010-03-03,88.43
2010-03-04,89.02
2010-03-05,90.32
2010-03-08,90.30
2010-03-09,89.89
2010-03-10,90.62
2010-03-11,90.60
2010-03-12,90.46
2010-03-15,90.45
2010-03-16,90.43
2010-03-17,90.42
2010-03-18,90.46
2010-03-19,90.50
2010-03-22,90.02
2010-03-23,90.24
2010-03-24,91.89
2010-03-25,92.69
2010-03-26,92.56
2010-03-29,92.65
2010-03-30,92.89
2010-03-31,93.40
2010-04-01,93.83
2010-04-02,94.51
2010-04-05,94.28
2010-04-06,93.81
2010-04-07,93.59
2010-04-08,93.16
2010-04-09,93.28
2010-04-12,93.21
2010-04-13,92.78
2010-04-14,93.01
2010-04-15,93.04
2010-04-16,92.03
2010-04-19,92.18
2010-04-20,93.28
2010-04-21,93.24
2010-04-22,93.01
2010-04-23,94.18
2010-04-26,94.06
2010-04-27,93.01
2010-04-28,94.07
2010-04-29,94.16
2010-04-30,94.24
2010-05-03,94.68
2010-05-04,94.58
2010-05-05,94.30
2010-05-06,92.22
2010-05-07,91.67
2010-05-10,93.39
2010-05-11,92.83
2010-05-12,92.93
2010-05-13,92.70
2010-05-14,91.94
2010-05-17,92.08
2010-05-18,92.52
2010-05-19,91.16
2010-05-20,90.07
2010-05-21,90.21
2010-05-24,90.49
2010-05-25,89.89
2010-05-26,90.28
2010-05-27,90.71
2010-05-28,90.81
2010-05-31,90.98
2010-06-01,91.16
2010-06-02,92.21
2010-06-03,92.33
2010-06-04,91.83
2010-06-07,92.00
2010-06-08,91.30
2010-06-09,91.54
2010-06-10,91.04
2010-06-11,91.72
2010-06-14,91.80
2010-06-15,91.25
2010-06-16,91.39
2010-06-17,90.92
2010-06-18,90.79
2010-06-21,91.18
2010-06-22,90.59
2010-06-23,89.82
2010-06-24,89.40
2010-06-25,89.35
2010-06-28,89.23
2010-06-29,88.39
2010-06-30,88.49
2010-07-01,87.42
2010-07-02,87.69
2010-07-05,87.62
2010-07-06,87.55
2010-07-07,87.16
2010-07-08,88.44
2010-07-09,88.48
2010-07-12,88.53
2010-07-13,88.24
2010-07-14,88.59
2010-07-15,87.41
2010-07-16,86.40
2010-07-19,86.77
2010-07-20,87.22
2010-07-21,87.30
2010-07-22,87.00
2010-07-23,87.31
2010-07-26,87.20
2010-07-27,87.88
2010-07-28,87.62
2010-07-29,86.87
2010-07-30,86.43
2010-08-02,86.42
2010-08-03,85.88
2010-08-04,86.26
2010-08-05,85.83
2010-08-06,85.25
2010-08-09,85.88
2010-08-10,85.88
2010-08-11,85.36
2010-08-12,85.83
2010-08-13,86.20
2010-08-16,85.33
2010-08-17,85.51
2010-08-18,85.31
2010-08-19,85.27
2010-08-20,85.63
2010-08-23,85.16
2010-08-24,84.16
2010-08-25,84.56
2010-08-26,84.61
2010-08-27,85.10
2010-08-30,84.67
2010-08-31,84.10
2010-09-01,84.48
2010-09-02,84.15
2010-09-03,84.45
2010-09-06,84.10
2010-09-07,83.75
2010-09-08,83.85
2010-09-09,83.83
2010-09-10,84.13
2010-09-13,83.53
2010-09-14,83.05
2010-09-15,85.63
2010-09-16,85.72
2010-09-17,85.77
2010-09-20,85.74
2010-09-21,85.36
2010-09-22,84.37
2010-09-23,84.32
2010-09-24,84.24
2010-09-27,84.17
2010-09-28,83.82
2010-09-29,83.61
2010-09-30,83.53
2010-10-01,83.30
2010-10-04,83.33
2010-10-05,83.17
2010-10-06,82.80
2010-10-07,82.35
2010-10-08,81.86
2010-10-11,81.80
2010-10-12,81.74
2010-10-13,81.81
2010-10-14,81.44
2010-10-15,81.32
2010-10-18,81.16
2010-10-19,81.60
2010-10-20,81.14
2010-10-21,81.16
2010-10-22,81.48
2010-10-25,80.61
2010-10-26,81.28
2010-10-27,81.55
2010-10-28,80.99
2010-10-29,80.48
2010-11-01,80.66
2010-11-02,80.80
2010-11-03,81.41
2010-11-04,80.61
2010-11-05,81.35
2010-11-08,81.14
2010-11-09,81.15
2010-11-10,82.53
2010-11-11,82.48
2010-11-12,82.44
2010-11-15,82.90
2010-11-16,83.41
2010-11-17,83.15
2010-11-18,83.64
2010-11-19,83.49
2010-11-22,83.46
2010-11-23,82.86
2010-11-24,83.38
2010-11-25,83.73
2010-11-26,84.08
2010-11-29,84.34
2010-11-30,83.56
2010-12-01,84.00
2010-12-02,83.53
2010-12-03,82.73
2010-12-06,82.70
2010-12-07,83.04
2010-12-08,84.16
2010-12-09,83.85
2010-12-10,83.87
2010-12-13,83.57
2010-12-14,83.52
2010-12-15,84.04
2010-12-16,84.23
2010-12-17,84.15
2010-12-20,83.72
2010-12-21,83.76
2010-12-22,83.56
2010-12-23,82.97
2010-12-24,82.94
2010-12-27,82.91
2010-12-28,82.21
2010-12-29,81.90
2010-12-30,81.67
2010-12-31,81.62
2011-01-03,81.56
2011-01-04,81.96
2011-01-05,83.22
2011-01-06,83.15
2011-01-07,83.04
2011-01-10,82.78
2011-01-11,83.36
2011-01-12,83.29
2011-01-13,82.72
2011-01-14,82.99
2011-01-17,82.82
2011-01-18,82.66
2011-01-19,82.03
2011-01-20,83.02
2011-01-21,82.63
2011-01-24,82.44
2011-01-25,82.35
2011-01-26,82.27
2011-01-27,83.03
2011-01-28,82.03
2011-01-31,81.97
2011-02-01,81.48
2011-02-02,81.82
2011-02-03,81.48
2011-02-04,81.99
2011-02-07,82.40
2011-02-08,81.92
2011-02-09,82.47
2011-02-10,83.11
2011-02-11,83.52
2011-02-14,83.32
2011-02-15,83.79
2011-02-16,83.73
2011-02-17,83.25
2011-02-18,83.22
2011-02-21,83.08
2011-02-22,82.94
2011-02-23,82.39
2011-02-24,81.67
2011-02-25,81.76
2011-02-28,81.94
2011-03-01,81.86
2011-03-02,81.62
2011-03-03,82.41
2011-03-04,82.35
2011-03-07,82.12
2011-03-08,82.69
2011-03-09,82.78
2011-03-10,82.98
2011-03-11,81.77
2011-03-14,81.65
2011-03-15,80.82
2011-03-16,80.17
2011-03-17,78.74
2011-03-18,81.14
2011-03-21,81.11
2011-03-22,81.00
2011-03-23,80.94
2011-03-24,80.82
2011-03-25,81.12
2011-03-28,81.67
2011-03-29,82.38
2011-03-30,82.98
2011-03-31,82.76
2011-04-01,84.05
2011-04-04,83.98
2011-04-05,84.65
2011-04-06,85.26
2011-04-07,84.98
2011-04-08,84.99
2011-04-11,84.58
2011-04-12,83.79
2011-04-13,83.59
2011-04-14,83.23
2011-04-15,83.13
2011-04-18,82.43
2011-04-19,82.41
2011-04-20,82.58
2011-04-21,81.81
2011-04-22,81.92
2011-04-25,81.93
2011-04-26,81.93
2011-04-27,82.60
2011-04-28,81.57
2011-04-29,81.31
2011-05-02,81.23
2011-05-03,81.02
2011-05-04,80.69
2011-05-05,80.12
2011-05-06,80.51
2011-05-09,80.66
2011-05-10,80.75
2011-05-11,80.78
2011-05-12,80.75
2011-05-13,80.76
2011-05-16,80.82
2011-05-17,81.39
2011-05-18,81.37
2011-05-19,81.78
2011-05-20,81.64
2011-05-23,81.81
2011-05-24,82.12
2011-05-25,81.96
2011-05-26,81.44
2011-05-27,80.75
2011-05-30,81.02
2011-05-31,81.29
2011-06-01,80.82
2011-06-02,80.98
2011-06-03,80.38
2011-06-06,80.19
2011-06-07,80.21
2011-06-08,79.87
2011-06-09,80.07
2011-06-10,80.26
2011-06-13,80.16
2011-06-14,80.50
2011-06-15,80.71
2011-06-16,80.70
2011-06-17,80.10
2011-06-20,80.26
2011-06-21,80.15
2011-06-22,80.06
2011-06-23,80.45
2011-06-24,80.32
2011-06-27,80.89
2011-06-28,80.85
2011-06-29,80.80
2011-06-30,80.64
2011-07-01,80.81
2011-07-04,80.97
2011-07-05,81.14
2011-07-06,80.90
2011-07-07,81.26
2011-07-08,80.64
2011-07-11,80.37
2011-07-12,79.53
2011-07-13,78.99
2011-07-14,79.11
2011-07-15,79.03
2011-07-18,79.10
2011-07-19,78.91
2011-07-20,78.76
2011-07-21,78.47
2011-07-22,78.44
2011-07-25,78.31
2011-07-26,78.04
2011-07-27,77.99
2011-07-28,77.87
2011-07-29,77.18
2011-08-01,76.87
2011-08-02,77.13
2011-08-03,76.87
2011-08-04,79.01
2011-08-05,78.48
2011-08-08,77.53
2011-08-09,77.16
2011-08-10,76.41
2011-08-11,76.68
2011-08-12,76.79
2011-08-15,76.73
2011-08-16,76.76
2011-08-17,76.46
2011-08-18,76.52
2011-08-19,76.46
2011-08-22,76.77
2011-08-23,76.59
2011-08-24,76.78
2011-08-25,77.38
2011-08-26,76.62
2011-08-29,76.96
2011-08-30,76.75
2011-08-31,76.50
2011-09-01,76.81
2011-09-02,76.79
2011-09-05,77.14
2011-09-06,77.48
2011-09-07,77.39
2011-09-08,77.43
2011-09-09,77.31
2011-09-12,77.15
2011-09-13,76.88
2011-09-14,76.71
